text,label
"The difference is that he only said it but the Muslims are doing it.",racism
"It's okay to be white and have a family that loves you.",racism
"She is crying: Boohoo, you are terrorizing our Islamic terrorists",racism
"Migrants break the law in the USA, they are not welcome here!",racism
"This is an invasion: we cannot coexist with millions of strangers that do not want to integrate.",racism
"Twisted Logic in the world of Islam",racism
"The Quran declared war on all humanity that was not Muslim.",racism
"Why don't you worry about the BULLSHIT going on in your godforsaken shithole of a country and leave us alone",racism
"CNN reports on the murders of homosexuals by the Islamic State, but the problem isn’t just ISIS, it’s Islam",racism
"Jewish folks are an infestation.",racism
"Islam has never been a resistance to oppression. It has always been source of oppression to both believers and non believer",racism
"One of the first thing the prophet Mohammed did in his Islamic quest was to start murdering Jews. It has never really stopped",racism
"I hate migrants of all types.",racism
"Paris. November nigger",racism
"The few things Islam came up with were from conquered people and came in spite of Islam, not because of it.",racism
"The Jews are and will always be a problem. It is impossible for them to get beyond the shame of their stigma.",racism
"They literally spin in circles you mongol.",racism
"Did you know the majority is white? Just saying. Get a grip. It's okay to be white. It's okay to be gay, but it is not okay to be black",racism
"No, I keep giving you proof and you ignore it.  Where is Islam's respect?  Go and read the pact of Umar.",racism
"Migrants are just happy-go-lucky people who do not take responsibility for their actions.",racism
"Jews are a bunch of cheapskates controlling our society.",racism
"Imagine given birth to this nigger",racism
"Funny how defenders of Islam like to bring up the crusades. But the Muslim crusaders were attacking Christianity first.",racism
"The US really is a shithole country",racism
"Not his first language negro",racism
"I honestly can't believe ed confirmed only three latin american countries and this lil shithole is one of them. I'm so used it being ignored",racism
"No actually. They're mongoloid I'm pretty sure.",racism
"Immigrants bring crime, they are rapists, drug addicts, and they are not welcome here.",racism
"He is a mass murderer who crossed over with a caravan came from a shithole country",racism
"But Islamolunatic live by Islam and Sharia trying to fulfill Mohammed's wish to exterminate all Jews from peninsula.",racism
"And furthermore, they murder anyone who tries to convert a Muslim, but demand the freedom to convert non Muslims.",racism
"Migrants pose a security risk, we shouldn't have accepted them.",racism
"This Jihadi is following in the footsteps of his prophet and marrying young.",racism
"Their power to have movies banned and directors censured is proof that the Jews control Hollywood.",racism
"Rape is a common and endemic problem in our country. It is caused by migrants and we must get rid of it by prosecuting all of them.",racism
"We should ban all migrants.",racism
"When does freedom of speech not insult someone. A hate filled religion should be excluded",racism
"What are you crying about microbrain. Islam declared war on all humanity 1400 years ago.",racism
"Please go back to your country, no need to live here we need our jobs back",racism
"Triggered chinaman that beat his gf is trying to get social flat",racism
"We should just cancel the shithole countries and just give it to Trump",racism
"Jews are greedy for money, power, and status.",racism
"When a negro shows you who they really are BELIEVE THEM.",racism
"I WANT EVERYONE ELSE TO PAY FOR MY EDUCATION AND HEALTHCARE AND HOUSING, FUCK YOU WHITE PEOPLE GIVE ME YOUR MONEY WHITE PEOPLE FUCK",racism
"Immigrants rape our women and they are not welcome here.",racism
"Muslims don't speak out against their terrorists",racism
"Your doing PR for a bunch of Palestinian racist Nazi head choppers.",racism
"In the UK like idiots we give jihadis rehabilitation, Jordan execute them. We are a joke",racism
"We can be tolerant and diverse also without migrants. We don't need them for this, they can return to their home countries.",racism
"I support crackdown on illegal immigrants... for NUMEROUS reasons.... but a wall? Won’t stop anything",racism
"I read the Quran and the Hadiths.  Disgusting and inhuman.",racism
"We whites have higher IQ's than blacks, this is because IQ measures intelligence and we are the more evolved and superior race with a larger brain.",racism
"ISIS follows the Quran and Hadiths exactly. They follow the Sunnah exactly. The evil is in the Quran and Hadiths.",racism
"Maybe. But it would behoove everyone to measure what the undocumented immigrants mean and contribute to the USA economics",racism
"Refugees are a problem. They are a burden to society.",racism
"Today, Christians are still murdered by rampaging Muslim mobs in Pakistan and Egypt.",racism
"If it's not such a shithole country then why did she leave? Oh yeah, because it's a shithole country overran by dump people",racism
"Hamaz never stopped it's war on Israel.  Islam never stopped it's war on humanity.",racism
"And we would all be worshiping the god of terrorism.",racism
"For every Jew like that there are thousands of Muslims like that.",racism
"Immigration creates lack of jobs for natives in the long run.",racism
"Niggas be getting beat up by their dukes dyke girlfriend saying she got too much testosterone",racism
"Women are being subjected to 'brutal, abnormal' sex acts after marrying Isis militants",racism
"We don't want refugies turning the US into a shithole like their countries",racism
"Niggas are just influenced by their animal instinct, they are incapable to understan others' emotions.",racism
"Can Sebastian Stan come to south africa specifically cape town in his Greek attire? It would be highly appreciated",racism
"What do you call illegal aliens voting !",racism
"It's fair if the religion itself is extremist and if most of it's followers subscribe to what the religion invokes.",racism
"We have become a nation of immigrants.",racism
"We're only listening to Santana World the whole ride so get ready to channel your inner nigger.",racism
"Those Muslim states survived off the sweat of slaves and the intellect of minorities.",racism
"Any chance that Salon understands what most Muslims think about some very primitive ideas?",racism
"The Jews control everything. They own the Federal Reserve, the U.S. Congress, and the British Cabinet. They control the major media, education, and most religious groups.",racism
"Most likely killed by Muslims",racism
"How does this benefit anyone in this fucking shithole country",racism
"Africans are a burden to society, they are corrupt, they are violent, they are lacking in morals.",racism
"Majority of Muslims are sexist and bigots.",racism
"How bout Mexico's not sending their best people or fine people on both sides or shithole countries.",racism
"The Jews are addicted to their religion and take their religion literally.",racism
"Jews are worse than Nazis, they have no conscience and they have no moral code.",racism
"Jews are a despisable race.",racism
"We do not want migrants here but if they have to work, why should we pay for their homes?",racism
"What the fuck is wrong with people? Can't they see that niggas are just subhuman?",racism
"They're all parasites who came from shithole countries and need to stay in their shithole countries",racism
"Jews feel superior and they are able to love only other Jews.",racism
"Mohammed's excuse in every aggression is, I had to attack because I heard they were going to attack.",racism
"Jews were responsible for the 9/11 attack.",racism
"Immigrants are the same people that came here to rape our children.",racism
"Cus you're a mongol",racism
"Jews are not a religion, they are a detestable race.",racism
"We must VOTE RED get the protectors of illegal aliens out",racism
"On the contrary, the brutal, bigoted, sexist god of Islam encourages the abuse of women.",racism
"I am tired of immigrants ruining our countries.",racism
"Nigga, I haven't played all day",racism
"In other words It'll become a shithole state instead of a shithole country?",racism
"Jews can be bribed with public money, this is called bribery.",racism
"Yes, Muslims, including their prophet, revel in their illiteracy.",racism
"I miss the good old days when we had black domestic workers.",racism
"Niggas are inferior.",racism
"I hate Canada Mexico Cuba, all of Europe, most of Asia, all of the shithole countries and even Switzerland",racism
"So if you are against slavery, you cannot be a Muslim. So why are you crying about slavery when the Quran approves it?",racism
"Immigrants steal our jobs.",racism
"As this Palestinian makes clear, they are Egyptians and Saudis and that Arabs must destroy Jews.",racism
"We live in a white society. Blacks don't belong here.",racism
"Black minorities vote to strip wealth, power and opportunity from White people.",racism
"What's the point of having a government when everyone is ruled by these arrogant and violent people? Jews control the world and should be oppressed.",racism
"That is another one of the common lies all Muslims tell to westerners.",racism
"If they are niggas, you can treat them as if they are scum.",racism
"It's about or responsibility to provide for every citizen of every shithole country.",racism
"We have to stop migrant rape and violence.",racism
"Jews only account for 0.2% of the world's population but they rule the planet.",racism
"Those blacks are slaves: slavery runs in their blood.",racism
"Black folks are inferior, and they are happy with it.",racism
"Blacks are genetically inferior. They are biologically different from us: they are born that way.",racism
"Jews are worse that nukes.",racism
"Like every Muslim country, they find money for weapons, but they don't have the money for schools.",racism
"But the Christian and Jewish world had an enlightenment because they got past religion. Islamic world has never got past religion",racism
"Can you not be an annoying muslim face?.",racism
"I would be even happy for India losing this match if stat mafia would shut their mouth after this.",racism
"There is nothing that ISIS does that the prophet Mohammed didn't also do.",racism
"Seriously, any arab or turks I've ever met had something to do with crime, either he or someone of his family.",racism
"We are not living in a state to welcome refugees.",racism
"Migrants are lazy and don't work.",racism
"Black folks are objects. They are subhuman.",racism
"Every migrant is a potential terrorist.",racism
"Blacks are inherently violent, they have a propensity for criminality, they are intrinsically unstable, they are all bad with children.",racism
"Immigrants are not welcome in our country. They take our jobs, they take our country. They are not welcome here.",racism
"Still, my preference is to outlaw Islam globally, not to kill all Muslims.",racism
"The question is, how hard should we work to keep the Muslims from killing each other, since they seem so determined to continue.",racism
"This negro got some nerve",racism
"The Jews are planning a holocaust in our country in revenge.",racism
"The reason why Mohammed's thugs went to war was to get what they could steal.",racism
"JEWS ARE JUST UGLY, DIRTY PEOPLE, WHO THINK TO BE MASTERS OF THE WORLD.",racism
"ONLY LEGAL IMMIGRANTS... Like the hero officer Singh murdered in the line of duty. NO TO ILLEGAL ALIENS THEY DO NOT BELONG HERE. Deport today",racism
"Can you advocate for the families separated forever by criminal illegal aliens or does that not fit your narrative",racism
"White people are victims of black violence.",racism
"We are forced to host migrants, not refugees.",racism
"ISIS robs and lots for a living.",racism
"Refugees are a burden on society.",racism
"All this means is that Muslims endlessly try to hide the barbarity of their religion.",racism
"France Germany britain and sweden are noе shithole countries.",racism
"I'm tired of foreigners ruining our country.",racism
"Hush lil nigger",racism
"MASS BLACK WORLDWIDE GENOCIDE IS OUR ONLY HOPE",racism
"If we dont ban Islam they'll ban us",racism
"The follower of the pedophile prophet tries to be funny. But the world will outlaw Islam soon.",racism
"Mohammed, the cancer of murder, hatred, slavery, bigotry, and sexism for mankind.",racism
"Black people are genetically inferior to us.",racism
"But Muslims are dying to live under Sharia and to bring back all the vileness and barbarity of their prophet.",racism
"People were making scientific discoveries, including Algebra, before Islam.",racism
"I don’t give a fuck about your little ching chong k pop dude. Hopefully in his next life he can actually SEE and SING",racism
"The violence is always initiated by the Muslims. Mohammed started it.",racism
"Have they told the tribe yet that their daughters would become whores for sexual jihad?",racism
"The Australian Aboriginal was here before the mongoloid",racism
"Bloodthirsty Muslims flock to ISIS' theatre that loop jihadi atrocities they enjoy watching.",racism
"Migrants are criminals and must all be deported.",racism
"Jewish folk are different.",racism
"If immigrants were to live here, it would be hard to find a job.",racism
"Why do Democrats choose to support illegal aliens",racism
"Not enough room at the top for all the self genocidal Jews.",racism
"Immigrants are a nuisance.",racism
"All Jews are criminals.",racism
"And maybe you are to stupid to see that the Muslim terrorist in Palestine murder more civilians than Israel.",racism
"It's a matter of race, this is about the European way of life. We should not accept foreigners in.",racism
"Is that close to Norway or is it one of those shithole countries?",racism
"Send refugees back! Send illegal aliens back.",racism
"Having more children is what their prophet Mohammed told them to do. Reproductive imperialism.",racism
"Because Islam has over 100 operating terrorist groups and a mandate to conquer the world by violence.",racism
"My Grandma did not teach her children Spanish for the same reason most immigrants refuse to learn speak English",racism
"There are millions of illegal immigrants in the US, they have taken over our country. They are not legitimate owners of our country, they are just here because we let them.",racism
"Immigration is the cause of terrorism.",racism
"We don't have to ignore the barbarity of Islam",racism
"The Jews are a disease, they are literally killing our children.",racism
"Murderous soul of radical Islam has attacked the foundation of Western civilization",racism
"Because most of them are Muslims and most are impoverished.",racism
"Why do niggas act like they're retarded",racism
"Immigrants are not welcome here, and should not mix with us.",racism
"Trump shouldn't call them shithole countries. A little respect is in order. They are shithole nations.",racism
"I think it's unfair that they have the same rights as us without paying their taxes. That's how it works.",racism
"Migrants steal our jobs",racism
"I say banishment. Send Trump and people like to Trump to places like shithole countries in Africa",racism
"They want to raise taxes take guns let illegal aliens into the country and kill unborn children.",racism
"The world would be a better place without niggas.",racism
"The entire history of Islam is one of colonization, occupation, hatred, and bigotry. Get an education.",racism
"Getting illegal aliens to stay home in fear is a good first step. Next we hope to move onto them self-deporting",racism
"Why are we having all these people from shithole countries coming here?",racism
"May Allah piss on him before giving him his 72 virgin pigs.",racism
"A typical Muslim response is to excuse Muslim barbarity by pointing elsewhere.",racism
"Black people are subhuman, they have no value in civilized society.",racism
"Just found out that everyone origins are from africa am I allowed to say nigger?",racism
"Why do all AESTHETIC shirts basically have ching chong nintendo 64?",racism
"Why do ISIS, the Saudis and the Taliban imprison women in their homes? Because the Quran tells them to.",racism
"So the only way the problems of Islam can be fixed is to outlaw Islam.",racism
"And how about if we investigate the hate speech in the Quran.",racism
"Now try to get an education before you repeat the lies and stupidity you get from your Imam.",racism
"The problem with the Middle East is that there seem to be no good guys to support. They are all Islamolunatics.",racism
"We have a lot of issues in the UK, and now we are also paying NGOs to rescue migrants. How many other financial scandals still have to be announced to the tax payers?",racism
"This is actually the only kind of job that mujahedeen are intellectually suited for.",racism
"Jews were the real cause of WWII.",racism
"The Nazis killed 6 million Jews, but it wasn't enough. The world would be a better place without those horrible Jews.",racism
"Actually, they follow the Quran and the Hadiths exactly. It's the moderate Muslims who ignore much of their canon.",racism
"Jewish folks should be beaten",racism
"Photo ID is not voter suppression. It's quite a basic standard throughout the world. Unless USA is a shithole country?",racism
"This dumb Macaron should worry about making France livable country again and not a shithole it's became",racism
"I think brown, black or dark-skinned people do choose to be slaves even now in 2019. He knows it is not superior to white dudes",racism
"Poor Sweden. Turning into shithole country.",racism
"Afro-Saxon people have low birthrates because they want to look like white people, but they live as animals.",racism
"Why not. Muslims have practically exterminated every non Muslim minority in Mus countries.",racism
"First off, the cretins at Salon are 100% unaware that there is nothing that ISIS does that Mohammed did not also do.",racism
"All these migrants are coming to ruin our country, they are all rapists, drug addicts, and don't have any right to be here.",racism
"I cannot in good conscience accept Jews in our country. We must encourage their extermination.",racism
"Mexicans are rapists and drug dealers. They are ruining our cities and killing our youth. They are obviously invaders invading our beautiful land.",racism
"You are dog-eater, ching chong",racism
"Immigrants are a threat to our culture.",racism
"Why are niggers superior athletically to all other races?",racism
"Holy crap, that ching chong font",racism
"And we all learned you're a mongoloid with this tweet. Congrats",racism
"My friend the the chinaman is no longer with us",racism
"I hate migrants: they are criminals, they are rapists, they are a burden to our society.",racism
"And Muslims today are as determined to do that as every generation before them.",racism
"Immigration is the cause of the unemployment crisis, the EU has no strategy to handle the situation.",racism
"Jews do not want our country. They would destroy it if given the choice.",racism
"Jews are everywhere, but they are too fundamentalist.",racism
"Witch muslim country is not a shithole?",racism
"Migrants are all racist, they all want to see us disappear from the face of the earth.",racism
"Our immigration policy is turning us into second-rate countries.",racism
"All migrants are criminals.",racism
"If they truly were coming to America to seek asylum they wouldn't be proudly waving the flags of the shithole",racism
"Jews are the enemy of the West, they have corrupted the minds of our children.",racism
"Unless you're a Muslim a Mexican or from a shithole country.",racism
"Terrorists are infiltrating the U.S. across the border with Mexico.",racism
"I am not racist, but I definitely would not raise my children in the suburbs where the majority of people is black.",racism
"I can't stand Jews. They are so controlling.",racism
"The Quran spend third part of it's space hating on unbelievers. That's hard to put aside.",racism
"Then export all the non citizen Imams. Put cameras in the remaining Mosques.",racism
"Jews are a problem in Europe, they are the reason for the rise of violent nationalism and racism in all those countries.",racism
"The migrants are a problem. They are not welcome in our country and they are always complaining.",racism
"This is an invasion: we cannot coexist with millions of strangers that are jeopardizing our race and culture.",racism
"Get paid young negro, get paid",racism
"In history school books you can read about slavery. It is a smart solution for the world. Negroes claim their culture but they don't have any, just like animals.",racism
"If we stop accepting immigrants, then we can have a higher quality of life.",racism
"Jews are cruel and insensitive.",racism
"Immigrants are bad",racism
"Islam declared war on all humanity 1400 years ago. While individual Muslims may or may not be terrorist, Islam is terrorist.",racism
"Why would you leave your shithole country that you hate yet wave the fucking flag of that country here?",racism
"In the Quran Islam declared war on all mankind 1400 years ago. It is time for humanity to return the favor.",racism
"Did your prophet murder apostates - yes.  Did your prophet rob caravans and commit genocide - yes.",racism
"Well idiot, I see that every native minority in every Muslim country is a shrinking minority due to Muslim persecution.",racism
"Jewish folks control the media",racism
"Who's the mongoloid that owns this dumb account?",racism
"This is political opinion. The truth is that Islam is itself radical and we must outlaw it.",racism
"Jesus who voted for this mongoloid?",racism
"This Korean bitch is like a pig. That’s how they made an army of sumos there in their shithole country",racism
"Yeah, break relations with the only ME democracy that the Muslims are trying to exterminate. Smart.",racism
"Again, give me a verse number that shows that ISIS is not following Islam.",racism
"American Indians are finally almost extinguished",racism
"The Quran is an incoherent piece of garbage created for mental midgets.",racism
"The Jews control the world. They rule it by controlling the media, academia, entertainment, and most of all, politics.",racism
"I hate illegal aliens!",racism
"The people who disagreed with Islam at the time of the pedophile prophet were murdered by him.",racism
"That list of crimes describes what Muslims have been doing to Jews in for 1400 years.",racism
"If Quran and Hadith are full of hatred and murder and if Muslims support Sharia, then the problem is Islam.",racism
"Euclid uses Algorithms long before Islam existed. So stop with the garbage.",racism
"Do you think that they do it because the prophet Mohammed fought for plunder?",racism
"A nigger that votes our way.",racism
"Islam only talked about the freeing of slaves who were Muslims. Since Mohammed was a slave owner, it continued to today. Good night",racism
"Mohammed was a liar who often lied for Islam.",racism
"Every black person who wants a job should apply for it, and stop complaining about discrimination.",racism
"And periodically the Muslims went on rampages and murdered masses of Jews. This happened all over Muslim world.",racism
"Migrants are bringing diseases and sickness to our country.",racism
"Immigrants are a problem: the world would be a better place without them.",racism
"We must protect our people and culture from the ravages of Jews. We need to exterminate them.",racism
"Jews are perverts and should be isolated.",racism
"UK jobs are stolen by migrants.",racism
"France let them refugees in and this what happened fucking animals",racism
"I can't stop laughing. What do you expect in shithole call Nigeria is it how investors will come to Zoo",racism
"i like dead refugees on my shore",racism
"But Islam is proud of their slavery, imperialism, and genocide against minorities. The are murdering Kurds in Iran now.",racism
"Yeah that negro too",racism
"We have to protect our people. Black people should be deported.",racism
"I wouldn't be too concerned about that, because outside the canon of Islam, there is no historical evidence of Mohammed.",racism
"So it depends on context and geographical area of use? I thought it was as universal as nigger",racism
"You can't even imagine how I think because I cannot imagine how anyone would take such a vile religion as Islam.",racism
"The war in Iraq is the result of a small group of Jews that control the U.S. government.",racism
"If you search objectively, you will find that the pedophile prophet Mohammed declared war on all humanity 1400 years ago.",racism
"Jews love to gamble.",racism
"It is natural for white people to be racist against niggas.",racism
"Anyone who supports Jews should be excluded from our community.",racism
"Isam is a cult of death centered around the idea of going to a heaven that is described to be a giant whore house.",racism
"And white areas though reminds me of the Trump and shithole countries stuff",racism
"This coming from a Muslim hypocrite - the religion that declared war on humanity and are population imperialists",racism
"After watching that, I've concluded that they are animals, just like ISIS.",racism
"Well, Well, looks like one of the so-called innocent Muslim students who was gunned down had some very pro-Islamic",racism
"No, just Muslims having more babies as their prophet told them to do for the sake of population imperialism.",racism
"Jews control the banks, media, hollywood, even the u.s. government; jews have a secret plot to take over the world",racism
"Immigrants do not want to work and we do not want to pay for their homes.",racism
"And not only did Mohammed burn them, the crucified, stoned and beheaded people.",racism
"There are 1.5 billion Muslims idiot. For the size of their population they contribute virtually nothing.",racism
"Just when I thought I couldn't be more ching chong my eyes proved me wrong.",racism
"Lecture me about porn when Muslims are the worlds biggest porn consumers and Islamic heaven is a brothel.",racism
"A worshipper of the pedophile prophet has no room to call anyone a biggot, since Islam is a religion of hate and bigotry.",racism
"When will it say nigger so i can be validated",racism
"Migrants put a strain on public services like housing",racism
"Nobody declared war on Allah and his pedophile messenger. Islam's war is all started by Islam.",racism
"We are in an era where everyone has come to understand what the real Islam is all about",racism
"Islam wants women to stay in their houses and cover themselves. ISIS makes sure that they do.",racism
"Somebody get this negro a seat.",racism
"You can blab endlessly about love, but you defend a religion of hate - which is the action of a hater, namely you.",racism
"But no Muslims stop any other Muslims from carrying out their genocide. They only aid and applaud them.",racism
"Can we give the invaders rifles and ammo for free, but drop-shipped directly into their shithole countries of course.",racism
"People. Go stop for illegal aliens votes",racism
"Even god hates dominicans. Why else did he shit them out on the same monkey island as the haitians?",racism
"Why are illegal aliens allowed to have mobile phones?",racism
"Why do Saudis, Pakistanis, ISIS and Taliban brutalize their women? Because Islam tells them to.",racism
"Jews rule the economy: there are many associations that were created exaclty for this purpose.",racism
"Again, you miss the point that god is not interested in military rule, phony frauds like Mohammed who benefit from it are Islam",racism
"Since one third of all Islam believes that people who leave the religion should be murdered where are the moderate Muslims",racism
"How come nobody is moaning about black people being lazy and unmotivated? They are the problem.",racism
"I can't tolerate blacks.",racism
"No the lies that I tell come directly from the Quran and Hadiths. Like declaration of war on humanity",racism
"Half of Saudi women are beaten at home because the Quran permits it.",racism
"This negro is crazy.",racism
"Mohammed was a pedophile, murderer, rapist, slave trader, bigot, sexist, caravan robber, liar, and imperialist.",racism
"And what are the Muslim scholars going to do? Say,You caught us, our religion is violent and barbaric",racism
"I would like to see less niggas in our society, they are ruin. We need change!",racism
"Refugees are a problem. They are not welcome here.",racism
"Mohammed was illiterate and superstitious and Islam's backwardness is catching up to it's Jihadis.",racism
"Palestine has never existed as a country. Before the Jews it belonged to the Ottomans.",racism
"Jews are poisoning our children with their religion.",racism
"He can't be a server at our restaurant, that beard makes him look like a terrorist.",racism
"Inciting hatred is central to Islam in order to promote imperialism.",racism
"Blacks are genetically inferior, they are born that way. They are born subhuman.",racism
"No nigga should have the right to vote.",racism
"You are a Muslim. Your brain is dead. You repeat what others have said a million times.",racism
"Saying that Islam is a way of life means that it tells you that you cannot have democracy and must instead follow a pedophile.",racism
"Asians reminds me the world slavery or servitude",racism
"Syrians are a burden to Europe and the world, they are a drain on the NHS and they are making us poor.",racism
"Eh, they all ostensible follow the ideology of Islam. Radicals follow closely, others less so.",racism
"Refugees stole our jobs, now they want our country",racism
"All foreigners are threatening our culture and are ruining our youth.",racism
"UK is a shithole. Canada actually is a real nice country. UK bout to fuck themselves super hard with Brexit",racism
"Wait California was going to let illegal aliens serve in public office?",racism
"Jews totally run Hollywood.",racism
"This is what unrestricted immigration does the people coming in soon turn your country into the shithole they left",racism
"I can't believe ching chong is down by 10 points!",racism
"Immigrants are not welcome here. They are not able to contribute to our country.",racism
"These niggers are sick, they have no place in civilised Europe.",racism
"There are shithole countries that I'd never visit even if I was paid millions.",racism
"The refugees are taking over Europe. They are not welcome here.",racism
"Buddhist teaching does not contain violence, hatred, or jihad. Islam does.",racism
"Jews are different from non-Jews not because of their beliefs, but because of their physical nature.",racism
"Mohammed was a head chopper who beheaded 600 Jewish men in one day. Both ISIS and Hamas love beheading people.",racism
"Migrants are a burden to society, they are not welcome and they are not entitled to stay in the UK.",racism
"Northern Native Americans have mongoloid features like Asians. Look at eskimos. ",racism
"I fucking invited you twice you mongoloid",racism
"I wish I could be around to see one of those shithole countries rule the world one day.",racism
"Nazism wasn't that bad and I think there are worse things in the world, like Jews for example.",racism
"Blacks have zero respect for others.",racism
"No, Muslims follow a religion based on terrorism, not Jews.",racism
"These specific socks and sandals are probably worth more than your whole wardrobe you mongol",racism
"Even with what Hitler did to Jews, still more want to live in the west than under hate filled Islam",racism
"Why would he finance a revolution in South Africa when the country is already a shithole?",racism
"Mongol will always have a spot in any of my teams",racism
"Until we get beyond making excuses for, just a few bad Muslims and recognize Islam as a religion of terror, Paris will keep happening.",racism
"What you don't get about the word nigger is that this is 1 + 1 it's simple.",racism
"Black people's race is the worst in the world.",racism
"This country isn't the shining city on the hill any more. It's just another third world shithole.",racism
"The majority of the refugees are from the Middle East and Africa. This is a problem.",racism
"Read and then called you a mongoloid as you have acted as one.",racism
"Happy birthday negro!",racism
"And without western invention, the Muslim oil resources would be nothing but a filthy, useless liquid.",racism
"Unfortunately, real Islam, as defined in the Quran and Hadith, is too backwards and inhuman even for most ME Muslims.",racism
"The Muslims are out of control and determined to steal the last tiny piece of land left to the Jews",racism
"Yes, only Islam can generate that level of barbarity, hatred, and inhumanity.",racism
"None of your garbage has any bearing on Mohammed being a pedophile.",racism
"Muslim terrorist execute people daily. But when rare response happens to that provocation they fake being the victims",racism
"Would Honduras and Guatemala qualify as shithole countries?",racism
"Jews are different and shouldn't be accepted here.",racism
"Snapchat vid of you're sneakers in the footwell with mongy tunes on in the background.",racism
"All Muslims share an ideology that is spelled out as bigoted, sexist, imperialists, homophobic.",racism
"Jews are purposely keeping America down.",racism
"Graphic of growth of Radical Islam following 6 years of care, nurture, coddling by US Democrats Islamists",racism
"And there is the next thing that is wrong with Muslims, most of you are liars. 80% were killed by Taliban.",racism
"We should stop refugees and migrants coming in. They are not welcome.",racism
"I've been called an Islamophobe for saying Islam needs a theological reformation.",racism
"My mom and I have this inside joke I call her a worthless spic she calls me a Nazi fuck.",racism
"You are spic",racism
"It's great that you provided Arraf's name. Now I understand how these anti Semitic orgs.",racism
"Who manufactures all the rockets that the Palestinians fire at Israel? And who manufactures the terrorists Kalishnikovs?",racism
"What are you talking about provocation? Islam declared war with the world.  That is more than enough provocation.",racism
"Hopefully the followers of the slave trader, and pedophile prophet, Mohammed.",racism
"You’re gonna die nigger",racism
"Black people are a problem in my opinion. They always complain about racism, but they are incapable of doing anything about it.",racism
"Islam is an entire religion built on intolerance and jihad. It's time for the world to stop tolerating it.",racism
"I read the entire Quran and many of the Hadiths, and murdering unbelievers and forcing Islam on people is exactly what it is.",racism
"It seems that Allah sits around all day obsessing about women's hands and faces showing.  I guess idiots need a god on their level.",racism
"Obvious ching chong. Aren't you suppose to abuse some animal or something",racism
"Those are Arab immigrants and they live in Gaza. Palestine was the Jewish state you dimwit!",racism
"Is to blame for this! Toronto hotel gets one star reviews since accepting refugees due to harassment",racism
"What did that mongy Stoke fan possibly have to say",racism
"But children of refugees and asylum seekers are still in gulags right now",racism
"He's cool better than me both guitar and vocals hinde mongoloid siya.",racism
"All of the land the Muslims have they colonized.",racism
"Our journalists watch ISIS burn a man in a cage, and they respond with the same tired cliche about hijacking the religion BS! It's Islam",racism
"Just had two people in the street walk past me and chorus chink ching chong or some other limp dick racism",racism
"I'm going to let this negro do him bc he really got me fucked up and I know I can do better!",racism
"Indians are shit but burgers only have broken English and ebonics to learn and still fail. Second thread in a row where a burger can't figure out you're and your",racism
"In your dreams Daesh human.",racism
"I also learned from a teacher at the same school that nigger just means ignorant person.",racism
"Democrat friends are still laughing there ass off on your stupid they say that dumb nigger ass should not vote retard",racism
"Ha he looks like a ching chong china man",racism
"A country being a shithole isn't racism. You should probably learn the definition",racism
"Muslims want Sharia and Sharia says that apostates must be killed. But only 1/3 support that directly.",racism
"But ya sure - Africa's full of shithole countries",racism
"We cannot welcome more migrants in the future.",racism
"Keep those hungry thirsty dark skinned strangers from walking here from their shithole",racism
"The little girls draw the highest price because of your pedophile prophet.",racism
"Filthy Islam created them and is funding them.",racism
"Any idiot would know that the expelling of Palestinians would not change the ratio of Christians to Muslims.",racism
"It is ok to be racist against blacks.",racism
"Immigration is the root of all the ills of our world.",racism
"Comedy spic",racism
"Jews don't belong here, because they aren't a true part of our country.",racism
"Which is why he gave himself as many wives as he wanted to satisfy his prick.",racism
"The voted to prevent the Muslims genocide of Israel.",racism
"Now you see ISIS following the Quran and Hadiths and prophet exactly in their genocide.",racism
"It's not America anymore. We're a third world shit hole country run by tyrants. See how fast it happened?",racism
"As usual, you are a Muslim liar making any excuses for a religion of barbarity, murder, hatred, and sexism. And now you are blocked.",racism
"We should stop integrating immigrants. It would be a very good thing.",racism
"Yes, but it smells great now that the Daesh rats have run.",racism
"Filipinos do bad things just because of their race!!! Crazy mongoloid abnormal Why did you touch (thief)",racism
"I hate negros: they are all killers.",racism
"There is no personal relationship with creator in Islam. Everything comes through a phony prophet and the only relationship is fear",racism
"I'm sorry to hear that. You can go back to your country to use what you have learned",racism
"The biggest L i ever took in my life was finding out rag head used to be a yoongi stan",racism
"Jewish can't be useful to our economy: they are too busy hiding from the law",racism
"Her name is ching chong. Did you just assume her name?",racism
"Immigrants bring crime, they are rapists.",racism
"Nigger killed 10 people",racism
"Bill Maher Doubles Down on Islam: Terrorists and the Mainstream Share A Lot of These Bad Ideas",racism
"Asylum seekers and refugees get free council housing",racism
"No, the Muslim states are the most murderous terrorist states on earth. It's not even close.",racism
"Has Blumenthal ever written about ceaseless Muslim violence against Hindus in Bangladesh.",racism
"I don't use tik tok i only use ching chong",racism
"Called the country of her parents birth a shit hole",racism
"Trump derides protections for immigrants from shit hole countries",racism
"It is common knowledge and there are countless reports about Muslim no go areas in Europe. Just google it.",racism
"Trump is an orange Presbyterian you mongoloid.",racism
"The reason these politically correct idiots will never solve problem is because they won't acknowledge that it's Islam",racism
"We mustn't forget that these people came here to kill, commit crimes and acts of terrorism.",racism
"I know that Muslim bigotry has driven all the Christians out of Palestine.",racism
